MR32 ASCII
Name	Post fatigue 
Frequency	1500
Date	22-05-2023 12:05:53
"Time,s"	"RT RECTUS FEM.,uV"	"RT BICEPS FEM.,uV"	"RT LAT. GASTRO,uV"	"LT RECTUS FEM.,uV"	"LT TIB.ANT.,uV"	"LT BICEPS FEM.,uV"	"LT LAT. GASTRO,uV"	"RT TIB.ANT.,uV"
17.0873	-4.34858	2.25691	6.42081	-2.60965	-33.6429	-8.63505	7.0479	-3.70218
17.0880	-4.04048	1.34272	54.9585	-2.91035	-29.9777	-11.6907	2.12195	-29.9485
17.0887	-2.51555	-0.171411	61.3345	-1.99751	-29.0711	-10.466	1.51568	-69.002
17.0893	-3.43207	-2.91399	-5.47789	-2.60965	-15.3361	-8.32577	3.94076	-103.496
17.0900	-5.2612	-3.82818	-64.3877	-3.52249	0.829499	-6.80412	0.303135	-107.77
17.0907	-6.17772	-2.6283	-47.2805	-1.99751	-1.29248	-7.41031	-6.74476	-70.221
17.0913	-6.79003	-2.91399	-6.37591	-0.166459	-28.1644	-12.6062	-6.36584	-18.3454
17.0920	-4.957	-5.37088	-25.0097	-1.0793	-77.5871	-17.7897	-4.2439	6.98297
17.0927	-3.43207	-7.79921	-89.7117	-2.60965	-117.577	-19.3113	-6.06271	3.92792
17.0933	-4.65279	-7.48495	-121.457	-1.99751	-107.796	-18.099	-5.75957	8.81902
17.0940	-5.2612	-5.37088	-112.925	-1.69144	-64.7781	-13.5216	-3.94076	31.3933
17.0947	-6.17772	-6.88501	-118.987	-2.91035	-31.521	-12.6062	-7.0479	42.3794
17.0953	-7.70265	-11.456	-121.142	-3.21642	-11.3622	-15.9588	-10.3824	38.7224
17.0960	-6.17772	-13.2844	-94.9202	-0.778598	10.6099	-13.2124	-8.86671	39.0234
17.0967	-1.59903	-12.0845	-100.398	0.44568	16.7057	-8.63505	-8.56357	34.1473
17.0973	0.842416	-11.456	-116.248	-0.778598	-8.62294	-7.71958	-10.6855	15.8321
17.0980	0.230104	-13.5986	-29.5896	-1.99751	-33.6429	-4.36701	-10.9887	7.28397
17.0987	-2.51555	-15.7413	120.244	-1.69144	-22.6666	0.519587	-10.3824	12.476
17.0993	-4.04048	-15.7413	194.735	-0.472529	1.75545	0.210309	-10.3824	12.476
17.1000	-3.43207	-15.1413	184.946	0.44568	6.32734	1.43505	-7.65417	10.956
17.1007	-3.43207	-16.6554	155.357	-0.166459	13.3492	5.70309	-3.03135	14.3121
17.1013	-4.65279	-17.2554	122.714	-1.0793	50.5802	5.09691	-1.81881	10.64
17.1020	-4.04048	-14.1986	101.027	-1.38537	99.7135	3.87216	-3.03135	3.0099
17.1027	-1.90714	-10.856	111.085	-0.778598	130.849	4.78763	-0.909406	6.06495
17.1033	-0.0741014	-10.5418	124.196	-0.166459	138.777	3.26598	4.92595	13.6951
17.1040	1.14662	-12.3702	93.7079	-1.69144	135.112	1.43505	9.16984	15.5311
17.1047	1.75503	-12.9987	26.5813	-2.30358	117.712	2.35051	11.2918	10.64
17.1053	-0.686413	-10.2561	-32.9572	-0.778598	70.1023	3.87216	11.2918	0.571882
17.1060	-3.73627	-8.11346	-84.2338	-1.69144	7.85131	4.49072	9.77612	-8.57822
17.1067	-4.65279	-10.2561	-152.259	-5.96567	-8.00563	2.35051	9.77612	-17.7434
17.1073	-3.73627	-12.6844	-211.483	-5.04746	37.1539	-4.05773	9.47298	-29.0305
17.1080	-2.51555	-12.3702	-218.487	-0.778598	60.9586	-10.1567	5.22908	-35.1256
17.1087	-2.51555	-11.1703	-185.53	-0.166459	-12.2882	-11.6907	0.606271	-27.8115
17.1093	-2.51555	-8.7134	-135.78	-0.166459	-133.144	-10.7753	0.303135	-12.2503
17.1100	0.842416	-7.79921	-71.3922	1.97066	-193.254	-9.55051	2.42508	2.10693
17.1107	5.72531	-8.7134	-12.213	2.8835	-166.71	-9.55051	6.13849	3.62693
17.1113	3.89228	-7.19927	19.5318	2.5828	-121.242	-8.02886	8.86671	-3.70218
17.1120	0.842416	-5.37088	30.8468	1.66459	-107.507	-4.97319	7.35103	-6.44119
17.1127	5.72531	-7.48495	32.0592	1.35852	-116.651	-2.2268	4.2439	-5.83921
17.1133	8.47096	-8.7134	26.5813	4.10778	-123.673	1.12577	4.92595	-4.92119
17.1140	2.36735	-5.97082	12.8416	6.24489	-120.007	5.09691	4.54703	-4.6202
17.1147	0.230104	-5.05663	-18.0052	4.71455	-110.555	5.09691	1.21254	-11.0162
17.1153	3.28386	-5.97082	-48.2234	3.18957	-95.9133	3.26598	-0.303135	-15.2903
17.1160	2.67155	-6.57076	-54.9136	3.80171	-78.5131	6.01237	-0.909406	-7.35921
17.1167	2.97576	-7.79921	-57.0689	4.10778	-70.874	10.2804	-4.85017	5.76396
17.1173	7.25024	-7.79921	-53.7013	3.18957	-69.9673	10.2804	-5.1533	29.5723
17.1180	9.07938	-5.37088	-21.0585	2.5828	-61.4215	10.5897	-1.51568	56.7216
17.1187	9.07938	-4.74237	-26.5364	3.49564	-53.4931	15.167	-2.12195	54.5846
17.1193	9.38748	-4.45669	-138.249	5.32668	-53.7824	19.7443	-4.85017	39.9414
17.1200	8.47096	-3.22824	-271.29	3.80171	-46.7799	20.6598	-2.42508	33.5303
17.1207	6.63793	-2.6283	-317.044	0.139611	-31.2123	20.6598	-0.303135	1.4899
17.1213	4.50459	-1.71411	-294.774	1.05245	-26.9298	21.266	-3.33449	-34.2226
17.1220	1.14662	-1.71411	-257.237	4.71455	-26.9298	19.7443	-4.54703	-28.1125
17.1227	1.75503	-4.45669	-205.062	3.80171	-4.35969	15.167	-2.12195	-36.0436
17.1233	5.72531	-4.45669	-131.514	0.139611	33.4886	13.3361	-3.03135	-72.6741
17.1240	8.16676	-1.9998	-56.7546	-0.166459	53.9367	14.5608	-6.74476	-67.783
17.1247	8.77517	-3.22824	25.6383	0.75175	50.8888	15.167	-7.65417	-52.5228
17.1253	10.9124	-4.14244	163.888	0.139611	44.4843	14.2515	-6.74476	-78.1672
17.1260	13.0458	-1.39986	323.196	-1.38537	46.3169	14.2515	-7.65417	-76.3311
17.1267	11.2166	0.742782	383.902	-1.69144	55.4607	13.0268	-8.56357	-31.1675
17.1273	6.63793	0.428528	310.085	-0.166459	75.9088	6.92783	-7.65417	-13.1533
17.1280	5.72531	-0.171411	134.882	-0.778598	94.2157	1.43505	-6.36584	-13.1533
17.1287	7.85865	0.142843	-109.244	-2.91035	89.9525	4.78763	-3.94076	-1.26416
17.1293	5.72531	1.34272	-273.131	-2.60965	71.6456	11.1959	-0.303135	-4.92119
17.1300	2.67155	2.25691	-219.116	-1.69144	55.7694	12.1113	2.12195	-17.7434
17.1307	2.97576	2.25691	-77.813	-2.60965	34.1059	9.67422	2.72822	-4.6202
17.1313	2.67155	2.57117	-7.90254	-4.13462	8.15996	7.23711	3.33449	24.0792
17.1320	0.842416	2.25691	49.4357	-4.74139	11.5165	1.74433	2.12195	40.8594
17.1327	2.67155	3.17111	121.457	-5.35353	44.1757	-4.97319	-2.12195	38.4214
17.1333	3.58807	5.628	122.983	-4.44069	39.8931	-9.55051	-3.94076	18.2701
17.1340	2.67155	5.94225	88.4994	-2.60965	-33.3343	-13.8186	-3.94076	-6.44119
17.1347	4.50459	4.99949	117.191	-2.60965	-102.009	-17.7897	-3.94076	-15.6063
17.1353	5.72531	6.85645	154.728	-3.52249	-95.9133	-19.6206	-4.54703	-3.38614
17.1360	2.97576	7.14213	112.027	-3.52249	-51.9498	-19.0144	-5.75957	10.339
17.1367	2.97576	5.628	53.4319	-1.69144	-30.595	-16.8742	-6.06271	6.68198
17.1373	5.113	4.39955	59.2241	0.75175	-27.8557	-13.2124	-4.54703	-9.79723
17.1380	3.58807	4.0853	102.553	0.44568	-19.0013	-7.41031	-4.54703	-30.8666
17.1387	2.67155	2.25691	207.217	-2.60965	-10.4555	-3.45155	-6.06271	-53.7418
17.1393	4.50459	0.428528	399.796	-1.99751	-9.83825	-0.395876	-7.0479	-65.345
17.1400	2.97576	0.428528	499.88	1.97066	-11.3622	5.09691	-7.0479	-64.427
17.1407	-3.43207	1.97123	372.632	1.97066	-15.0274	9.06804	-6.74476	-60.4689
17.1413	-6.17772	0.428528	176.999	-1.38537	-21.7406	9.67422	-7.0479	-40.6186
17.1420	-4.34858	-1.9998	68.6982	-2.30358	-14.7188	11.5051	-9.77612	-7.6602
17.1427	-3.43207	-1.0856	23.528	-3.21642	-0.385814	13.9423	-10.6855	4.84594
17.1433	-4.34858	-0.171411	3.68186	-5.35353	-13.8121	14.2515	-7.65417	-2.16713
17.1440	-5.56931	-1.9998	-24.6954	-3.82855	-31.521	13.6454	-7.35103	7.901
17.1447	-5.2612	-1.0856	-89.3974	-1.99751	-2.52708	10.5897	-10.9887	29.5723
17.1453	-2.51555	0.428528	-146.152	-3.52249	45.391	1.43505	-11.8981	35.9683
17.1460	0.230104	-0.77135	-174.844	-2.60965	80.1914	-5.28247	-9.16984	29.5723
17.1467	0.53431	-1.39986	-190.11	-0.472529	123.827	-3.74845	-6.74476	20.7081
17.1473	1.14662	-1.39986	-167.525	-0.778598	158.01	-2.53608	-4.54703	16.1331
17.1480	1.14662	-4.14244	-118.987	-0.778598	147.014	-5.57938	-3.03135	23.4622
17.1487	-1.29483	-4.74237	-70.4942	0.139611	111.307	-11.3814	-1.51568	32.3113
17.1493	-1.29483	-1.39986	17.1072	-1.38537	84.7633	-15.0433	-1.81881	23.4622
17.1500	0.53431	-1.71411	134.613	0.44568	84.7633	-8.63505	-2.72822	9.12001
17.1507	-1.29483	-4.14244	215.164	4.41385	66.4564	2.35051	0	10.64
17.1513	-4.34858	-2.31405	242.644	3.18957	-57.139	4.18144	6.44163	19.4891
17.1520	-4.34858	-0.485665	204.164	3.49564	-219.509	1.12577	8.56357	21.0242
17.1527	-4.65279	-0.171411	109.558	6.85166	-242.696	3.87216	3.33449	18.8871
17.1533	-5.87351	0.428528	57.3832	4.71455	-141.671	3.57526	-1.21254	16.1331
17.1540	-5.2612	-0.171411	72.9638	0.139611	-67.2087	0.210309	-2.72822	11.257
17.1547	-4.34858	-2.91399	54.9585	1.97066	-40.9734	3.57526	-3.63762	9.72199
17.1553	-5.2612	-3.22824	-10.6864	3.80171	-20.5253	7.53402	-2.72822	11.859
17.1560	-8.31496	-1.71411	-35.6961	1.97066	-16.262	4.18144	-2.12195	12.1751
17.1567	-8.01076	-1.39986	-17.0623	2.27673	-22.9752	1.43505	-2.72822	12.476
17.1573	-4.65279	-1.9998	-8.84545	4.71455	-17.4774	1.12577	-2.42508	13.996
17.1580	-4.34858	-1.9998	-3.95127	5.02062	-6.48167	-1.91753	-1.21254	11.558
17.1587	-7.09424	-2.31405	14.0539	3.18957	-0.694465	-4.36701	-0.606271	9.72199
17.1593	-8.61917	-1.9998	20.7442	0.44568	0.540139	-4.36701	0	10.64
17.1600	-8.92337	-0.485665	8.57605	0.139611	-2.21843	-6.49484	0	10.038
17.1607	-9.23148	2.25691	-9.74347	2.5828	-8.62294	-7.71958	-0.303135	8.50298
17.1613	-6.17772	3.17111	-39.378	2.8835	-16.8601	-5.88866	0.606271	7.6
17.1620	-2.81975	1.05704	-74.4455	0.139611	-21.1426	-6.49484	-1.21254	3.92792
17.1627	-3.12786	-0.485665	-104.349	-0.166459	-14.1208	-12.2969	-5.1533	0.571882
17.1633	-3.12786	0.428528	-147.409	0.44568	4.18608	-16.8742	-5.45644	0.571882
17.1640	-2.51555	1.05704	-195.902	-1.69144	21.2776	-13.8186	-5.75957	0.270891
17.1647	-4.957	-0.485665	-212.695	-1.69144	26.1582	-6.19794	-10.9887	0.872872
17.1653	-6.17772	-0.485665	-221.855	0.75175	27.3928	-0.0865979	-13.4137	2.70891
17.1660	-4.957	2.25691	-263.972	0.139611	29.8234	4.78763	-12.5043	-2.16713
17.1667	-5.56931	4.71381	-304.876	-2.60965	23.4189	13.9423	-13.4137	-9.49624
17.1673	-8.01076	3.17111	-309.456	-4.44069	18.847	24.3216	-12.2012	-6.75723
17.1680	-10.1441	1.34272	-288.981	-5.6596	27.3928	26.7588	-9.47298	2.40792
17.1687	-12.5855	2.25691	-237.121	-6.87851	29.5147	22.4907	-10.9887	7.901
17.1693	-13.5021	2.25691	-147.409	-5.96567	19.7537	20.3505	-8.26044	6.98297
17.1700	-12.5855	0.428528	-48.8071	-4.44069	16.3971	21.5752	0.606271	6.06495
17.1707	-12.2813	1.65697	35.6961	-4.44069	15.1818	23.7155	4.2439	6.36594
17.1713	-12.2813	2.88542	93.7079	-6.87851	10.6099	24.6309	4.2439	3.0099
17.1720	-10.7564	0.428528	129.404	-8.10279	17.921	21.5752	6.74476	-4.6202
17.1727	-9.53569	0.428528	167.57	-7.18458	44.7737	14.2515	8.86671	-5.22218
17.1733	-8.61917	2.88542	183.105	-5.6596	74.0762	6.61855	9.77612	-2.16713
17.1740	-7.09424	2.25691	135.511	-5.04746	87.5025	0.519587	9.77612	-5.83921
17.1747	-6.48193	0.142843	69.9105	-4.13462	116.805	0.519587	6.74476	-9.49624
17.1753	-7.09424	0.428528	36.3247	-3.52249	183.339	6.61855	3.33449	-10.4143
17.1760	-4.04048	1.34272	30.5325	-3.21642	215.38	10.899	4.2439	-13.1533
17.1767	0.842416	0.142843	72.3351	-2.30358	184.863	7.8433	6.13849	-10.1133
17.1773	-0.0741014	-2.31405	142.201	-1.0793	154.653	2.35051	9.16984	-0.030099
17.1780	-1.59903	-2.91399	150.148	-0.166459	104.594	2.35051	10.9887	-0.030099
17.1787	2.67155	-2.31405	100.712	1.97066	18.5383	5.09691	7.35103	-10.4143
17.1793	4.80879	-3.22824	69.9105	3.18957	-5.57501	5.09691	4.2439	-15.9073
17.1800	1.14662	-4.14244	54.0156	2.8835	16.7057	1.43505	6.13849	-14.3873
17.1807	2.06314	-3.22824	49.7501	2.8835	-15.0274	-3.14227	4.54703	-8.87921
17.1813	5.72531	-3.82818	86.3891	3.80171	-43.7127	-6.49484	-0.303135	10.64
17.1820	4.19648	-5.65657	107.717	4.71455	-20.5253	-6.80412	-1.21254	38.1054
17.1827	3.58807	-5.97082	50.9624	3.80171	-15.9534	-7.71958	-1.21254	33.5303
17.1833	4.80879	-5.97082	-22.8994	1.35852	-26.9298	-12.2969	-4.2439	-16.8254
17.1840	2.06314	-5.97082	-49.4357	0.44568	-22.3579	-16.8742	-7.35103	-58.9339
17.1847	1.14662	-6.88501	-65.6	1.66459	-34.2603	-14.1278	-6.74476	-50.3858
17.1853	2.67155	-8.11346	-112.611	3.80171	-70.5653	-7.41031	-3.03135	-24.7565
17.1860	-1.29483	-8.7134	-165.684	5.63275	-153.284	-4.97319	2.42508	-17.4273
17.1867	-3.43207	-8.11346	-176.999	4.71455	-283.901	-8.02886	7.9573	-16.8254
17.1873	0.53431	-7.48495	-136.723	3.18957	-337.298	-10.466	10.6855	-8.57822
17.1880	-0.686413	-6.28507	-78.7111	3.49564	-266.809	-8.02886	9.77612	12.476
17.1887	-5.2612	-5.97082	-30.2182	4.10778	-171.899	-5.88866	7.65417	40.2424
17.1893	-3.43207	-6.28507	18.9481	2.8835	-68.1347	-7.1134	6.74476	47.2705
17.1900	-2.81975	-4.14244	62.8611	2.27673	63.3892	-5.57938	4.54703	26.2012
17.1907	-5.56931	-1.9998	65.6449	2.27673	145.182	-1.00206	-0.303135	8.81902
17.1913	-3.43207	-1.71411	54.3299	1.35852	171.726	-1.62062	-4.54703	0.571882
17.1920	-0.0741014	-3.22824	98.8715	1.97066	212.024	-4.66392	-5.1533	-11.6333
17.1927	-1.59903	-4.74237	165.1	3.80171	249.564	-4.05773	-5.75957	-12.2503
17.1933	-1.59903	-3.5425	151.989	3.49564	257.801	-5.57938	-8.56357	-2.16713
17.1940	2.36735	-1.0856	68.6982	1.05245	260.54	-8.63505	-8.86671	-22.6194
17.1947	1.75503	-1.39986	9.15976	-0.778598	235.829	-7.71958	-4.85017	-67.181
17.1953	-2.51555	-4.14244	-1.84093	-1.38537	168.986	-6.80412	-0.606271	-65.044
17.1960	-2.51555	-5.37088	-19.2175	-0.778598	108.877	-5.88866	0.909406	-14.0713
17.1967	0.842416	-4.14244	-73.8618	1.35852	62.4825	-4.97319	0.303135	17.9691
17.1973	0.53431	-3.5425	-119.93	2.8835	5.71004	-6.80412	-4.2439	19.4891
17.1980	-1.59903	-4.45669	-100.712	1.35852	-32.4276	-8.32577	-9.77612	30.7913
17.1987	-1.59903	-5.65657	-32.9572	-1.38537	-27.2384	-4.97319	-10.3824	47.2705
17.1993	-2.21134	-5.05663	21.3728	-3.21642	-28.7624	-2.53608	-7.35103	42.3794
17.2000	-3.12786	-4.45669	34.1695	-3.82855	-96.8199	-4.66392	-4.54703	27.1192
17.2007	-2.21134	-5.37088	11.0007	-2.60965	-189.28	-6.49484	0	17.9691
17.2013	-2.21134	-5.05663	-20.7442	-1.69144	-188.682	-6.49484	7.65417	13.6951
17.2020	-3.43207	-2.31405	-41.174	-3.52249	-111.77	-3.45155	12.8075	13.6951
17.2027	-2.51555	-0.77135	-74.1312	-5.96567	-103.842	2.04124	11.5949	14.6131
17.2033	-2.21134	-1.9998	-125.094	-4.74139	-147.169	2.9567	6.44163	11.257
17.2040	-3.43207	-3.22824	-144.042	-2.30358	-97.1286	1.74433	1.51568	7.901
17.2047	-3.73627	-3.5425	-113.195	-2.60965	23.7275	6.01237	-1.81881	9.12001
17.2053	-1.59903	-4.14244	-78.7111	-3.82855	91.1678	7.23711	-4.85017	10.64
17.2060	1.14662	-5.65657	-63.1754	-2.91035	66.4564	0.519587	-5.75957	11.558
17.2067	2.36735	-5.97082	-43.0149	-3.52249	-28.7624	-6.80412	-5.1533	12.476
17.2073	1.45083	-6.88501	6.1065	-4.13462	-102.916	-15.0433	-7.65417	10.956
17.2080	2.06314	-8.7134	81.4949	-1.38537	-62.0388	-26.3381	-12.8075	9.72199
17.2087	4.80879	-10.2561	143.727	-0.166459	30.4407	-32.4371	-11.5949	10.339
17.2093	4.80879	-9.62759	152.887	-3.52249	102.163	-33.3526	-4.85017	5.14693
17.2100	2.67155	-9.94184	123.612	-4.44069	182.721	-34.268	-1.21254	-6.1402
17.2107	3.89228	-11.7702	103.451	-1.69144	219.335	-27.2536	3.33449	-11.3323
17.2113	5.41721	-12.0845	96.7612	-0.778598	121.377	-9.55051	13.4137	-10.4143
17.2120	4.50459	-10.5418	72.6494	-1.69144	-42.806	6.92783	20.7648	-10.7153
17.2127	3.89228	-10.5418	37.537	-3.82855	-166.093	16.9979	20.4616	-9.49624
17.2133	6.63793	-11.7702	19.5318	-4.44069	-227.437	18.5196	20.1585	-4.6202
17.2140	7.25024	-12.0845	1.52663	-2.60965	-224.679	3.26598	20.4616	-4.00317
17.2147	4.80879	-12.9987	-22.8994	-1.69144	-167.925	-22.0701	15.5357	-11.3323
17.2153	4.19648	-15.7413	0	-4.13462	-101.083	-42.5072	7.9573	-18.9624
17.2160	5.72531	-17.2554	67.7553	-5.96567	-45.2366	-56.2392	1.51568	-20.4824
17.2167	2.67155	-15.7413	93.7079	-3.21642	0.540139	-69.9711	-3.03135	-12.5513
17.2173	-0.0741014	-13.9129	61.065	0.139611	13.6578	-80.0536	-3.94076	1.4899
17.2180	2.97576	-12.9987	30.5325	-1.69144	-36.9995	-82.1814	-1.81881	11.859
17.2187	3.28386	-11.456	14.3682	-4.44069	-123.673	-76.9979	-1.51568	2.70891
17.2193	-0.686413	-9.94184	-20.7442	-1.69144	-156.64	-69.0556	-1.81881	-20.4824
17.2200	-0.378307	-9.34191	-67.1267	1.35852	-107.507	-59.901	0.606271	-17.1263
17.2207	1.45083	-7.79921	-82.3929	-0.166459	-51.3518	-44.0412	2.72822	28.9553
17.2213	-1.90714	-4.45669	-51.8604	-2.60965	-37.6168	-18.7051	1.81881	59.1747
17.2220	-4.04048	-1.9998	-14.6377	-3.21642	-36.0929	9.9835	0.606271	38.7224
17.2227	-0.686413	-0.485665	-0.314305	-3.21642	-24.4992	31.6453	1.21254	8.81902
17.2233	2.36735	1.34272	10.6864	-0.472529	-15.0274	39.2783	2.42508	-3.08515
17.2240	1.45083	1.34272	29.3202	1.35852	-16.262	38.0536	0.909406	-5.22218
17.2247	0.230104	-0.77135	22.2708	-2.60965	-18.384	32.5608	-2.12195	-0.647129
17.2253	0.230104	-0.77135	-19.8461	-4.74139	-2.81644	18.8289	-3.94076	-8.27723
17.2260	2.06314	1.05704	-47.5948	-1.0793	26.4668	0.519587	-5.1533	-34.5236
17.2267	2.97576	2.25691	-27.4344	-1.0793	40.8191	-11.0722	-7.9573	-37.8796
17.2273	2.36735	3.48536	2.73895	-5.6596	38.0605	-18.7051	-8.56357	-12.2503
17.2280	2.36735	3.17111	-1.52663	-5.35353	40.5104	-30.6062	-8.56357	-4.6202
17.2287	2.67155	1.65697	-14.6377	-0.472529	50.8888	-33.0557	-13.1106	-12.2503
17.2293	1.14662	1.05704	-5.16359	1.35852	61.2672	-22.367	-16.7482	-3.08515
17.2300	0.230104	0.142843	0.942916	-0.472529	65.5304	-23.2825	-14.3231	10.038
17.2307	3.28386	-0.485665	-14.3233	-2.30358	63.6978	-38.8453	-12.8075	8.81902
17.2313	6.02952	1.05704	-30.4876	-2.60965	69.1957	-44.0412	-13.1106	1.18891
17.2320	4.80879	1.34272	-29.5896	-1.69144	72.8609	-36.7175	-12.2012	-4.00317
17.2327	3.89228	1.05704	-17.3766	-1.69144	42.6517	-31.2247	-12.2012	-6.75723
17.2333	4.50459	1.65697	-14.009	-3.52249	3.27942	-25.4227	-15.2326	-7.35921
17.2340	2.97576	0.428528	-24.3811	-3.52249	4.18608	-13.5216	-17.3545	-5.83921
17.2347	1.14662	-1.0856	-26.8507	-1.0793	22.5122	-1.00206	-18.0366	-2.48317
17.2353	4.50459	-1.71411	-22.8994	0.139611	13.3492	9.06804	-14.9294	0.270891
17.2360	8.16676	-6.57076	-22.8994	-0.778598	-20.5253	21.266	-1.21254	-0.346139
17.2367	6.02952	-10.2561	-8.84545	-1.69144	-73.6325	37.7443	12.5043	-0.030099
17.2373	3.89228	-7.48495	15.2663	-0.778598	-122.766	53.6165	5.53222	0.270891
17.2380	5.72531	-6.28507	14.6377	-0.778598	-117.885	64.9113	-13.1106	-2.48317
17.2387	6.33372	-10.2561	1.84093	-3.21642	-76.0632	77.1216	-18.6428	-4.00317
17.2393	3.89228	-13.2844	6.1065	-4.44069	-63.5628	91.4598	-12.2012	-3.08515
17.2400	2.97576	-12.6844	13.4253	-3.52249	-89.4895	99.6989	-9.77612	-3.70218
17.2407	3.58807	-8.7134	11.6293	-4.44069	-110.864	105.81	-10.9887	-4.30416
17.2413	2.67155	-6.88501	11.0007	-4.44069	-106.272	116.487	-7.65417	-4.00317
17.2420	2.67155	-12.3702	11.315	-1.38537	-87.3675	117.093	-4.54703	-5.52317
17.2427	3.89228	-16.3412	8.26174	-1.99751	-68.4433	100.317	-6.36584	-7.97624
17.2433	2.67155	-14.8271	5.52279	-5.96567	-46.7799	79.868	-8.86671	-9.49624
17.2440	0.230104	-14.5128	2.15524	-4.44069	-21.7406	60.9402	-9.47298	-9.19525
17.2447	0.230104	-16.0555	-1.52663	-0.778598	-5.57501	41.4185	-9.47298	-7.35921
17.2453	0.53431	-16.0555	-4.57988	-1.38537	6.01869	30.4206	-10.3824	-6.44119
17.2460	-1.29483	-14.8271	-7.90254	-2.60965	15.7991	27.068	-12.2012	-8.27723
17.2467	-2.51555	-12.6844	-10.9558	-2.91035	11.2079	20.9691	-13.1106	-9.49624
17.2473	-1.29483	-11.1703	-10.9558	-3.21642	1.4468	14.2515	-13.1106	-8.87921
17.2480	0.842416	-11.456	-10.0578	-1.69144	-1.29248	10.2804	-11.8981	-9.79723
17.2487	2.36735	-9.34191	-8.53115	-3.21642	-8.62294	2.65979	-9.47298	-12.8523
17.2493	2.97576	-6.28507	-4.84928	-7.79672	-11.9795	-5.28247	-6.74476	-14.6883
17.2500	0.230104	-6.88501	-3.36756	-7.18458	-12.9055	-12.2969	-7.0479	-13.7703
17.2507	-2.51555	-6.88501	-8.53115	-4.74139	-46.4713	-17.7897	-7.65417	-13.1533
17.2513	-0.686413	-4.14244	-13.111	-6.27174	-90.7241	-14.4371	-4.85017	-13.1533
17.2520	0.842416	-2.91399	-10.9558	-5.96567	-83.7023	-8.02886	-3.94076	-10.4143
17.2527	-1.59903	-2.91399	-10.0578	-3.52249	-38.8321	-12.9031	-6.36584	-7.35921
17.2533	-3.73627	-1.71411	-12.7967	-3.82855	2.0641	-17.1835	-6.74476	-9.49624
17.2540	-2.51555	-0.77135	-9.42916	-4.44069	43.867	-4.05773	-5.45644	-10.1133
17.2547	-1.59903	-0.485665	-1.84093	-3.52249	77.4328	17.3072	-5.75957	-3.08515
17.2553	-2.21134	1.34272	-0.898015	-3.82855	76.5261	29.8144	-4.54703	1.4899
17.2560	-2.51555	3.79961	-3.95127	-2.91035	62.7912	27.3773	-1.21254	-4.92119
17.2567	-3.43207	4.0853	-6.37591	-2.30358	59.1259	17.3072	-2.12195	-10.7153
17.2573	-3.43207	4.99949	-8.21684	-2.60965	42.9604	14.8577	-4.54703	-11.0162
17.2580	-3.43207	5.31375	-7.31883	-1.0793	7.2533	16.9979	-3.03135	-11.0162
17.2587	-3.73627	4.71381	-5.16359	0.139611	-16.8601	12.4206	-1.81881	-11.3323
17.2593	-3.73627	5.94225	-6.69022	-1.38537	-23.2646	6.61855	-3.94076	-10.1133
17.2600	-3.43207	8.05632	-4.57988	-2.30358	-27.8557	3.57526	-3.63762	-7.6602
17.2607	-5.2612	7.14213	3.68186	-0.778598	-23.5732	0.210309	-1.81881	-4.92119
17.2613	-7.70265	5.94225	10.6864	-0.166459	-7.71627	-2.2268	-3.03135	3.32594
17.2620	-6.48193	7.14213	8.57605	1.05245	1.13815	-4.05773	-4.2439	16.4491
17.2627	-6.17772	7.14213	-2.11034	2.27673	0.540139	-10.466	-2.42508	24.6812
17.2633	-8.61917	6.54219	-10.3721	3.80171	2.35346	-16.268	-2.12195	27.4353
17.2640	-8.01076	8.68483	-12.7967	3.18957	-6.79032	-17.7897	-3.63762	35.0654
17.2647	-6.79003	10.5132	-22.8994	0.139611	-27.8557	-16.5649	-3.94076	41.1604
17.2653	-9.23148	9.59902	-20.1155	-0.472529	-30.595	-4.97319	-4.85017	34.7493
17.2660	-9.83989	10.7989	14.6377	2.8835	-13.1948	13.0268	-7.65417	31.6943
17.2667	-7.70265	11.1132	28.3773	2.8835	-4.95771	16.9979	-8.56357	33.8313
17.2673	-8.92337	8.97052	-4.26557	0.75175	-3.12509	8.75876	-6.74476	17.6681
17.2680	-10.7564	8.37058	-21.9565	2.5828	16.0884	6.01237	-7.65417	-13.4693
17.2687	-7.70265	7.77064	-6.37591	4.71455	48.4389	6.32165	-10.3824	-31.4685
17.2693	-7.09424	6.54219	-1.21232	1.97066	85.6699	-0.395876	-10.9887	-27.4955
17.2700	-9.83989	7.14213	-5.7922	-0.166459	126.875	-9.55051	-9.47298	-7.35921
17.2707	-10.4522	7.14213	-4.26557	1.35852	171.726	-17.1835	-9.47298	10.64
17.2713	-10.1441	3.79961	-6.1065	1.97066	223.618	-25.4227	-8.26044	7.6
17.2720	-10.4522	3.17111	-5.7922	0.75175	261.466	-34.8866	-5.75957	0.270891
17.2727	-9.83989	6.22794	4.26557	1.66459	253.827	-38.8453	-4.85017	4.22891
17.2733	-9.23148	5.628	9.15976	3.80171	231.546	-35.1835	-3.33449	0.872872
17.2740	-8.61917	2.57117	6.42081	3.80171	228.189	-29.6907	-3.33449	-8.27723
17.2747	-6.48193	1.65697	3.68186	2.8835	214.455	-27.8598	-9.16984	-4.92119
17.2753	-6.48193	1.34272	3.36756	3.49564	169.295	-26.6474	-13.1106	1.18891
