MR32 ASCII
Name	Post fatigue 
Frequency	1500
Date	22-05-2023 12:05:53
"Time,s"	"RT RECTUS FEM.,uV"	"RT BICEPS FEM.,uV"	"RT LAT. GASTRO,uV"	"LT RECTUS FEM.,uV"	"LT TIB.ANT.,uV"	"LT BICEPS FEM.,uV"	"LT LAT. GASTRO,uV"	"RT TIB.ANT.,uV"
2.6567	-0.686413	48.9664	14.0539	0.44568	2.66211	-3.14227	-10.9887	-9.49624
2.6573	-0.378307	69.1073	19.5318	0.44568	0.829499	-2.83299	-12.2012	-7.6602
2.6580	0.230104	56.8799	15.5806	-0.166459	-0.694465	-3.14227	-13.7169	-10.7153
2.6587	-0.686413	17.5125	11.0007	0.44568	-4.05104	-3.14227	0.606271	-13.1533
2.6593	-1.59903	-14.8271	8.26174	2.5828	-8.00563	-0.705154	9.47298	-9.49624
2.6600	-2.51555	-21.5407	5.52279	2.8835	-10.1469	2.04124	-1.51568	-8.57822
2.6607	-2.51555	-15.427	2.73895	0.75175	-13.1948	4.49072	-6.06271	-12.2503
2.6613	-1.59903	-14.1986	1.52663	-1.0793	-16.5514	5.70309	1.51568	-13.4693
2.6620	-2.21134	-15.427	0.628611	-0.472529	-14.7188	3.87216	-1.51568	-11.3323
2.6627	-2.51555	-15.1413	-3.95127	1.66459	-9.24024	2.65979	-15.2326	-10.4143
2.6633	-1.59903	-15.7413	-6.37591	1.05245	-5.57501	4.18144	-22.2804	-9.79723
2.6640	-1.59903	-5.05663	-0.898015	0.139611	-4.35969	2.9567	-18.3397	-6.44119
2.6647	-4.04048	13.2558	3.68186	1.35852	-3.43374	1.12577	-7.35103	-4.00317
2.6653	-4.65279	18.141	2.15524	1.66459	-0.385814	3.26598	-0.909406	-4.92119
2.6660	-3.43207	22.712	1.52663	-0.472529	2.35346	4.18144	-5.75957	-4.30416
2.6667	-4.65279	46.2239	2.46954	-0.778598	1.4468	2.04124	-6.06271	-0.647129
2.6673	-6.48193	52.6232	-1.52663	-0.166459	1.4468	3.26598	0.303135	0.571882
2.6680	-6.17772	22.3977	-5.16359	-0.778598	2.66211	5.09691	-2.12195	-1.86614
2.6687	-5.2612	-4.14244	-3.05325	-1.69144	-2.21843	4.18144	-4.54703	-4.30416
2.6693	-3.43207	-11.7702	-0.898015	-2.60965	-8.62294	4.18144	5.22908	-5.52317
2.6700	-0.686413	-17.8839	-5.47789	-1.99751	-9.5296	5.09691	4.2439	-4.92119
2.6707	1.14662	-19.0838	-20.1155	-1.99751	-10.1469	5.09691	-4.2439	-2.78416
2.6713	-1.29483	-16.6554	-33.8552	-3.52249	-9.83825	5.40618	3.33449	-1.56515
2.6720	-2.51555	-24.2832	-31.1162	-3.52249	-5.26636	4.18144	5.53222	-2.16713
2.6727	-1.59903	-29.4827	-13.7396	-0.778598	-6.79032	2.65979	-12.5043	-1.86614
2.6733	-0.0741014	-18.1696	-3.95127	0.75175	-16.5514	2.65979	-16.7482	0.872872
2.6740	0.842416	-2.91399	-9.42916	0.75175	-19.0013	-5.28247	-5.45644	1.79089
2.6747	1.14662	14.7699	-12.7967	-0.166459	-13.8121	-19.6206	-8.56357	-0.346139
2.6753	-1.29483	40.7101	0.628611	-2.91035	-12.2882	-24.8165	-15.8388	0.270891
2.6760	-1.59903	59.9368	19.5318	-3.52249	-12.2882	-22.0701	-10.9887	4.22891
2.6767	0.53431	67.5646	24.426	0.44568	-10.4555	-20.5361	-3.33449	5.76396
2.6773	2.06314	72.764	13.4253	1.05245	-10.7642	-15.9588	2.42508	4.22891
2.6780	2.36735	64.5363	5.7922	-1.69144	-10.4555	-8.94433	3.33449	5.14693
2.6787	2.97576	37.3676	8.26174	-1.69144	-5.26636	-5.57938	-3.94076	6.06495
2.6793	0.842416	15.3984	6.73512	-0.778598	-2.52708	-3.14227	-7.35103	6.06495
2.6800	-1.29483	8.37058	1.84093	-0.472529	-4.05104	-0.395876	-6.06271	8.50298
2.6807	-0.686413	4.0853	10.1027	0.75175	-3.12509	0.519587	-10.3824	7.901
2.6813	-1.29483	2.88542	22.5851	0.44568	1.13815	2.04124	-10.0793	0.872872
2.6820	-1.59903	6.54219	22.0014	-1.38537	3.27942	3.26598	-3.94076	-4.92119
2.6827	2.06314	6.54219	17.4215	-0.472529	2.66211	3.26598	-3.33449	-7.05822
2.6833	2.67155	3.48536	13.1559	0.44568	2.35346	7.53402	-3.03135	-9.79723
2.6840	-1.59903	3.17111	-0.898015	-1.0793	3.27942	11.5051	0.303135	-11.9343
2.6847	-2.21134	3.17111	-10.0578	-2.91035	4.49473	7.53402	2.12195	-11.0162
2.6853	-0.0741014	1.05704	2.15524	-2.60965	5.11203	5.40618	5.22908	-10.1133
2.6860	-0.990619	-2.91399	14.6377	-1.69144	3.89672	10.899	7.65417	-8.87921
2.6867	-0.686413	-6.88501	14.0539	-1.99751	2.97077	12.4206	4.2439	-5.52317
2.6873	2.06314	-9.34191	15.5806	-4.13462	5.11203	9.67422	-1.21254	-0.647129
2.6880	2.97576	-11.1703	19.8461	-5.96567	6.01869	10.899	-5.45644	3.92792
2.6887	2.97576	-15.1413	16.4786	-5.35353	4.18608	11.1959	-7.65417	7.6
2.6893	3.28386	-19.7123	8.84545	-3.52249	5.11203	6.92783	-7.0479	8.50298
2.6900	4.50459	-21.5407	3.68186	-2.30358	5.71004	4.18144	-7.9573	8.20199
2.6907	5.113	-22.1406	1.84093	-1.99751	1.13815	3.57526	-7.65417	9.12001
2.6913	3.28386	-21.2264	3.68186	-1.99751	-0.385814	2.35051	4.54703	9.421
2.6920	1.45083	-17.5696	3.99617	-1.69144	2.97077	-0.395876	20.1585	4.54495
2.6927	2.36735	-12.6844	0.314305	-2.60965	2.66211	-2.2268	23.493	-1.56515
2.6933	2.67155	-10.5418	-2.73895	-2.60965	1.13815	-1.62062	16.2177	-3.70218
2.6940	2.06314	-11.456	-3.63696	-1.69144	5.71004	0.519587	10.0793	-3.70218
2.6947	4.19648	-12.3702	-5.7922	-1.69144	8.77726	0.519587	6.44163	-5.22218
2.6953	5.41721	-11.456	-7.00452	-1.99751	5.71004	-1.62062	-1.21254	-6.75723
2.6960	2.97576	-10.2561	-2.42464	-0.472529	4.80338	-1.62062	-9.47298	-7.97624
2.6967	1.45083	-10.5418	3.68186	-0.166459	8.46861	0.828866	-5.75957	-8.57822
2.6973	2.06314	-10.5418	0.942916	-1.38537	7.85131	1.43505	4.54703	-8.87921
2.6980	2.97576	-9.34191	-6.69022	1.05245	4.80338	-1.31134	7.35103	-12.2503
2.6987	3.89228	-10.856	-1.84093	2.8835	6.32734	-3.14227	7.0479	-16.2083
2.6993	3.89228	-14.1986	13.4253	-1.69144	10.6099	-1.91753	11.5949	-15.9073
2.7000	3.58807	-14.5128	17.4215	-2.60965	11.8252	-0.705154	14.9294	-15.2903
2.7007	4.80879	-14.1986	8.26174	1.35852	9.99257	-0.705154	13.4137	-16.8254
2.7013	6.33372	-15.427	2.73895	0.44568	7.85131	-1.00206	8.86671	-13.1533
2.7020	5.41721	-16.0555	4.26557	-1.99751	8.77726	-2.53608	0.909406	-8.27723
2.7027	4.50459	-21.5407	4.26557	1.05245	12.1338	-3.45155	-10.0793	-6.75723
2.7033	5.113	-32.511	2.46954	1.05245	13.6578	-2.83299	-21.371	-3.38614
2.7040	4.19648	-37.1105	0	-1.99751	12.4425	-3.45155	-21.9773	-0.647129
2.7047	2.67155	-34.3679	-2.42464	1.05245	9.37527	-4.97319	-4.85017	-2.48317
2.7053	3.58807	-33.1395	-2.73895	4.10778	6.01869	-5.28247	11.5949	-2.48317
2.7060	4.19648	-30.6826	-3.63696	1.66459	4.80338	-4.36701	10.0793	1.18891
2.7067	2.36735	-25.7974	-7.90254	0.139611	5.71004	-2.53608	1.21254	3.0099
2.7073	2.67155	-24.2832	-11.2701	-0.472529	3.89672	-2.53608	0.303135	4.54495
2.7080	4.19648	-22.4549	-10.9558	-2.91035	2.35346	-4.05773	4.54703	6.06495
2.7087	2.06314	-16.6554	-10.0578	-2.30358	4.18608	-3.14227	1.51568	4.22891
2.7093	0.230104	-12.3702	-11.8987	1.05245	3.58807	-2.83299	-12.2012	3.92792
2.7100	2.67155	-8.7134	-14.3233	0.139611	-3.43374	-6.19794	-18.6428	5.46297
2.7107	4.80879	2.88542	-12.213	-1.38537	-9.5296	-7.71958	-10.3824	6.06495
2.7113	5.72531	21.1978	-8.21684	-1.69144	-9.24024	-5.57938	-6.36584	8.20199
2.7120	7.25024	32.4824	-10.6864	-3.21642	-5.88366	-4.36701	-10.6855	11.257
2.7127	7.25024	24.8546	-18.0052	-2.60965	-4.95771	-4.66392	-9.77612	11.558
2.7133	6.02952	5.94225	-20.4299	1.05245	-6.48167	-4.36701	-7.0479	11.257
2.7140	4.19648	-6.88501	-18.9032	1.66459	-6.48167	-3.14227	-9.16984	10.956
2.7147	2.97576	-8.7134	-20.1155	-1.0793	-3.74239	0.519587	-6.74476	8.81902
2.7153	3.89228	-6.57076	-18.0052	-1.69144	-4.05104	4.18144	-0.606271	5.14693
2.7160	4.80879	-5.05663	-8.53115	-0.778598	-5.26636	3.26598	-2.42508	-0.346139
2.7167	1.14662	-6.28507	-4.26557	0.44568	-3.43374	0.210309	-6.74476	-4.92119
2.7173	-2.51555	-8.7134	-5.47789	1.35852	-4.05104	-1.31134	-4.2439	-4.6202
2.7180	-2.81975	-9.34191	1.84093	1.05245	-8.93159	-0.395876	-1.21254	-2.78416
2.7187	-3.73627	-12.6844	10.6864	1.05245	-9.83825	0.519587	-0.303135	-4.00317
2.7193	-4.65279	-20.6265	7.04942	-0.166459	-7.40762	1.43505	1.21254	-6.75723
2.7200	-3.73627	-26.7116	0	-2.91035	-6.79032	3.26598	1.81881	-7.97624
2.7207	-3.73627	-28.2543	-2.73895	-1.0793	-6.79032	6.92783	1.81881	-5.52317
2.7213	-4.34858	-27.0258	-6.69022	2.8835	-5.88366	8.75876	5.53222	-3.08515
2.7220	-5.87351	-23.0548	-7.90254	1.97066	-5.88366	8.15257	8.86671	-5.22218
2.7227	-7.39844	-20.6265	-0.898015	-0.166459	-4.95771	5.70309	5.22908	-6.75723
2.7233	-7.70265	-21.5407	3.05325	0.75175	-3.74239	1.74433	-3.03135	-1.56515
2.7240	-8.31496	-18.4838	5.52279	1.05245	-2.21843	1.12577	-7.35103	2.40792
2.7247	-9.83989	-9.62759	15.5806	1.97066	-0.385814	3.26598	-3.94076	3.32594
2.7253	-9.23148	-0.77135	20.1604	2.5828	-1.00312	2.65979	0.303135	4.22891
2.7260	-8.31496	7.14213	11.6293	0.139611	-1.60113	1.12577	0.303135	3.32594
2.7267	-9.53569	13.8557	4.57988	-0.778598	1.75545	3.57526	2.42508	1.4899
2.7273	-9.53569	17.5125	1.21232	0.44568	4.18608	6.01237	6.74476	1.4899
2.7280	-8.61917	23.3119	-4.57988	-1.38537	2.0641	3.26598	4.2439	1.4899
2.7287	-9.83989	28.8256	-8.84545	-1.69144	2.35346	0.210309	3.33449	1.4899
2.7293	-10.4522	22.712	-8.53115	0.139611	3.27942	0.828866	7.35103	2.40792
2.7300	-8.92337	11.1132	-7.31883	-2.60965	-1.90978	2.35051	5.53222	1.4899
2.7307	-7.70265	8.68483	-7.31883	-3.52249	-4.95771	1.74433	0.909406	-0.030099
2.7313	-6.48193	9.59902	-9.15976	1.05245	-4.95771	0.828866	-3.03135	0.571882
2.7320	-5.87351	4.0853	-9.74347	1.05245	-9.24024	0.519587	-16.7482	0.872872
2.7327	-5.56931	-1.71411	-9.74347	-1.99751	-10.7642	-1.31134	-25.0087	0.571882
2.7333	-6.17772	-4.74237	-13.7396	-0.472529	-6.79032	-1.31134	-10.9887	-0.346139
2.7340	-7.70265	-7.79921	-22.8994	0.75175	-8.93159	2.04124	0	-2.78416
2.7347	-7.39844	-9.34191	-32.9572	-2.30358	-11.0729	1.43505	-7.9573	-4.92119
2.7353	-4.34858	-8.7134	-42.1169	-3.52249	-3.74239	-1.31134	-13.1106	-4.30416
2.7360	-4.04048	-9.62759	-51.2767	-2.91035	0.231488	-0.0865979	-9.77612	-3.08515
2.7367	-7.09424	-8.11346	-60.3915	-2.91035	-3.74239	2.04124	-6.74476	-3.08515
2.7373	-6.79003	-5.37088	-56.7546	-2.60965	-3.43374	0.519587	-2.12195	-1.86614
2.7380	-4.04048	-6.57076	-28.063	-1.99751	-0.694465	-1.31134	1.51568	5.14693
2.7387	-3.43207	-5.97082	2.73895	-1.69144	-0.385814	0.210309	2.72822	11.257
2.7393	-4.04048	-2.91399	12.8416	-1.0793	1.13815	1.74433	2.72822	11.257
2.7400	-2.21134	-5.05663	22.0014	-0.778598	1.4468	2.65979	-1.81881	7.6
2.7407	0.230104	-9.94184	41.2189	-0.778598	0.231488	1.43505	-3.94076	3.62693
2.7413	1.45083	-9.02765	52.1747	-0.778598	1.75545	-1.31134	3.33449	0.571882
2.7420	0.230104	-7.79921	46.3825	0.139611	2.66211	-1.91753	5.22908	1.79089
2.7427	-2.81975	-7.79921	36.3247	0.44568	1.4468	-0.395876	-0.303135	3.62693
2.7433	-3.73627	-4.14244	27.4793	-0.778598	3.27942	-0.395876	3.33449	2.40792
2.7440	-2.51555	1.97123	23.7974	-2.60965	5.11203	-0.395876	12.5043	2.10693
2.7447	-1.59903	5.94225	22.8994	-2.91035	2.35346	0.828866	8.86671	3.32594
2.7453	-0.686413	8.37058	18.3195	-1.38537	2.35346	-0.0865979	-2.12195	1.18891
2.7460	-0.686413	4.0853	11.315	-0.472529	2.35346	-1.31134	-4.85017	0.571882
2.7467	-2.21134	-7.79921	7.31883	-1.69144	-4.64905	0.519587	-0.303135	3.0099
2.7473	-2.81975	-16.0555	6.1065	-2.30358	-8.93159	1.12577	3.03135	2.70891
2.7480	-2.81975	-19.398	6.1065	-0.778598	-3.12509	0.210309	6.13849	3.0099
2.7487	-3.43207	-22.4549	3.99617	0.139611	3.58807	0.210309	10.0793	5.14693
2.7493	-3.43207	-25.7974	0.628611	1.05245	4.80338	-0.395876	5.22908	1.4899
2.7500	-2.51555	-28.2543	0.628611	1.97066	5.11203	-2.2268	-1.51568	-3.08515
2.7507	-4.04048	-30.9968	2.73895	-0.166459	7.54266	-3.14227	3.33449	-2.16713
2.7513	-5.2612	-27.94	0	-0.778598	10.6099	-4.36701	5.22908	0.270891
2.7520	-3.73627	-16.9697	-6.69022	1.97066	9.68392	-6.80412	-5.75957	1.79089
2.7527	-1.59903	-10.2561	-11.2701	1.97066	5.11203	-7.71958	-10.0793	3.0099
2.7533	-0.990619	-4.74237	-14.6377	0.139611	5.11203	-4.97319	-0.303135	2.40792
2.7540	-1.29483	18.7409	-20.1155	0.139611	10.6099	-1.91753	6.44163	5.14693
2.7547	-1.59903	50.7948	-25.0097	-1.69144	10.6099	-1.31134	3.33449	10.956
2.7553	-1.59903	59.0226	-23.7974	-4.44069	3.58807	-2.53608	-0.303135	13.3941
2.7560	-0.686413	41.6243	-16.4786	-2.60965	3.58807	-2.2268	-2.12195	11.558
2.7567	0.230104	23.0262	-5.47789	-1.0793	8.15996	-1.00206	-6.74476	10.339
2.7573	1.45083	15.6841	7.63313	-1.69144	6.94465	-0.395876	-14.3231	8.81902
2.7580	4.50459	15.9984	16.7929	-1.38537	3.89672	0.828866	-19.5522	8.20199
2.7587	4.80879	18.4553	18.9481	-2.60965	2.66211	1.43505	-18.6428	8.81902
2.7593	1.45083	14.7699	16.1643	-3.52249	2.0641	-0.0865979	-15.8388	7.901
2.7600	0.53431	3.79961	14.6377	-2.60965	4.80338	0.210309	-14.6263	5.14693
2.7607	1.75503	-3.22824	19.5318	-1.69144	7.85131	1.43505	-14.02	3.0099
2.7613	1.75503	-1.39986	27.4793	-0.472529	4.18608	-1.31134	-8.56357	3.32594
2.7620	1.45083	0.428528	27.4793	1.05245	-0.385814	-3.14227	1.21254	5.14693
2.7627	1.14662	-0.485665	21.6871	-0.778598	-0.694465	-0.705154	6.74476	2.40792
2.7633	1.14662	-0.77135	22.0014	-1.69144	-2.52708	-1.00206	9.47298	-1.56515
2.7640	2.97576	-0.485665	26.5813	0.75175	-2.81644	-3.14227	15.2326	0.872872
2.7647	3.28386	-2.6283	24.426	0.75175	0.540139	0.519587	17.7334	6.68198
2.7653	-1.59903	-4.45669	14.0539	-0.778598	1.4468	3.26598	15.2326	7.6
2.7660	-5.2612	-2.31405	3.68186	0.139611	-1.00312	2.04124	15.8388	3.62693
2.7667	-3.73627	-0.171411	-3.63696	-0.472529	-4.35969	2.35051	10.6855	-1.86614
2.7673	-3.43207	-1.71411	-8.21684	-0.778598	-11.9795	4.18144	3.63762	-7.05822
2.7680	-5.2612	-4.14244	-5.16359	1.97066	-19.0013	2.35051	7.35103	-8.87921
2.7687	-6.17772	-5.97082	5.52279	3.49564	-20.8339	-0.0865979	1.81881	-8.57822
2.7693	-5.2612	-7.79921	12.8416	1.66459	-18.384	0.210309	-21.6742	-9.19525
2.7700	-5.2612	-8.7134	12.5273	1.05245	-12.5968	1.12577	-28.04	-12.2503
2.7707	-5.2612	-11.1703	10.3721	1.05245	-8.31428	-0.705154	-13.1106	-14.0713
2.7713	-6.48193	-13.2844	8.26174	0.44568	-9.24024	-3.14227	-5.75957	-10.4143
2.7720	-6.17772	-10.2561	4.89418	1.66459	-9.5296	-3.14227	-5.1533	-4.00317
2.7727	-4.34858	-12.3702	3.68186	1.66459	-5.57501	-3.14227	-6.36584	-1.56515
2.7733	-4.65279	-25.5117	1.84093	-0.778598	-3.12509	-4.97319	-17.6576	-0.346139
2.7740	-6.17772	-32.2253	-1.84093	-1.69144	-4.05104	-4.05773	-23.1899	1.4899
2.7747	-4.34858	-28.2543	-3.36756	0.139611	-4.95771	-1.62062	-11.2918	0.571882
2.7753	-1.90714	-30.3969	-6.69022	0.75175	-5.88366	-3.14227	-4.85017	-3.70218
2.7760	-2.51555	-34.6536	-10.6864	-0.166459	-6.79032	-3.14227	-6.74476	-4.92119
2.7767	-2.51555	-29.4827	-3.95127	1.05245	-5.26636	-0.0865979	0	-1.56515
2.7773	-1.29483	-22.4549	9.78837	1.97066	-2.21843	-1.31134	8.86671	4.22891
2.7780	-1.90714	-19.7123	16.4786	-0.166459	-1.90978	-4.97319	9.47298	10.64
2.7787	-3.12786	-15.1413	10.1027	-2.60965	-6.79032	-4.05773	11.5949	13.3941
2.7793	-2.51555	-5.97082	-9.15976	-1.38537	-10.4555	-2.83299	18.3397	10.956
2.7800	-0.378307	4.0853	-25.0097	0.139611	-8.62294	-6.19794	21.6742	6.98297
2.7807	2.36735	10.7989	-21.9565	-0.778598	-7.40762	-7.71958	17.4303	4.22891
2.7813	1.14662	15.6841	-10.6864	-0.778598	-9.5296	-5.88866	7.35103	3.32594
2.7820	-1.59903	22.112	-8.53115	-0.778598	-9.5296	-5.88866	-0.303135	0.872872
2.7827	0.230104	23.9404	-12.7967	-2.60965	-8.62294	-4.05773	-0.303135	-0.647129
2.7833	1.75503	19.9694	-13.7396	-5.35353	-7.71627	-0.395876	-2.12195	3.62693
2.7840	-0.0741014	18.141	-11.5844	-4.44069	-8.62294	1.43505	-12.2012	8.50298
2.7847	0.230104	16.9126	-10.3721	-2.60965	-12.2882	0.519587	-15.8388	3.62693
2.7853	3.58807	10.7989	-9.42916	-3.21642	-14.1208	-1.00206	-7.35103	-4.00317
2.7860	5.72531	5.31375	-1.21232	-2.60965	-11.3622	-1.62062	-3.94076	-1.26416
2.7867	6.94603	-0.171411	11.0007	-1.38537	-7.71627	-1.31134	-9.16984	6.06495
2.7873	7.55445	-5.97082	12.8416	-0.778598	-5.57501	-1.31134	-8.56357	7.6
2.7880	6.63793	-5.05663	4.89418	-0.778598	-0.694465	-1.31134	-1.81881	4.84594
2.7887	6.02952	1.65697	-0.898015	-1.69144	2.0641	0.519587	-0.909406	5.46297
2.7893	7.55445	4.99949	-1.52663	-2.91035	-2.21843	1.43505	-8.26044	7.901
2.7900	7.25024	3.17111	-0.314305	-2.60965	-6.79032	-0.0865979	-14.6263	8.20199
2.7907	5.41721	1.05704	-0.898015	-2.30358	-7.09897	0.210309	-10.9887	5.76396
2.7913	5.41721	-2.91399	-5.7922	-2.60965	-4.95771	4.18144	-4.54703	1.79089
2.7920	6.94603	-12.3702	-13.7396	-1.38537	-3.12509	7.8433	-0.909406	-0.346139
2.7927	6.33372	-22.4549	-23.4831	-0.778598	-2.21843	6.92783	5.22908	-0.346139
2.7933	4.80879	-22.4549	-27.4344	-0.778598	-0.0771627	3.26598	6.13849	-2.16713
2.7940	5.72531	-27.94	-25.324	0.139611	1.13815	-0.395876	-3.33449	-5.22218
2.7947	6.63793	-57.2513	-30.4876	1.05245	-1.29248	-0.0865979	-3.03135	-6.75723
2.7953	3.28386	-91.105	-38.4351	-0.778598	-3.74239	1.74433	10.0793	-7.6602
2.7960	1.14662	-104.532	-23.7974	-0.778598	0.231488	1.74433	13.1106	-9.49624
2.7967	1.14662	-112.16	0.628611	-0.778598	6.01869	1.43505	8.86671	-10.1133
2.7973	-1.90714	-128.358	-0.898015	-2.30358	7.85131	2.04124	12.5043	-10.7153
2.7980	-5.2612	-140.243	-19.8461	-1.69144	9.08591	0.519587	12.5043	-13.7703
2.7987	-5.2612	-132.929	-28.6916	-0.166459	11.5165	-1.31134	5.53222	-16.5093
2.7993	-5.2612	-94.7904	-29.9039	-1.0793	14.5645	-2.2268	-0.909406	-17.1263
2.8000	-6.17772	-36.1963	-24.3811	-1.38537	19.7537	-2.2268	-14.9294	-17.7434
2.8007	-5.2612	12.0273	-3.36756	-0.778598	21.2776	-0.705154	-31.7534	-18.9624
2.8013	-4.65279	41.6243	15.5806	-2.60965	14.5645	-0.395876	-25.0087	-20.7834
2.8020	-6.17772	76.4208	12.8416	-2.30358	8.46861	-3.74845	-4.54703	-20.4824
2.8027	-4.957	126.787	6.73512	-0.166459	7.85131	-4.05773	-5.1533	-17.4273
2.8033	-1.29483	178.353	15.8949	-0.166459	6.32734	-1.31134	-19.8554	-11.6333
2.8040	-0.378307	205.522	26.267	-0.472529	3.89672	-1.31134	-20.4616	-5.52317
2.8047	-2.51555	186.295	23.528	-0.166459	2.35346	-0.395876	-14.02	-1.56515
2.8053	-2.51555	132.272	15.2663	-1.69144	0.540139	2.35051	-15.5357	-0.346139
2.8060	-0.0741014	80.3918	7.94744	-1.69144	-1.29248	0.828866	-8.56357	-0.647129
2.8067	2.67155	48.9664	0.628611	-0.778598	-2.81644	-2.2268	11.2918	-2.48317
2.8073	2.97576	31.254	-2.73895	-0.778598	-4.95771	-0.705154	19.5522	-3.08515
2.8080	1.45083	20.5693	0	-1.0793	-2.52708	0.519587	12.5043	-1.26416
2.8087	-0.686413	16.5983	3.99617	-0.778598	1.75545	-1.31134	7.35103	-0.948119
2.8093	-2.51555	14.4842	4.57988	-1.38537	2.66211	-1.31134	5.22908	-2.16713
2.8100	-3.43207	10.5132	1.21232	-0.778598	6.32734	-1.31134	0.909406	-0.647129
2.8107	-3.12786	5.94225	-0.314305	-0.778598	11.5165	-3.14227	0.606271	3.32594
2.8113	-3.12786	4.71381	5.7922	-1.99751	9.99257	-4.36701	0.606271	3.32594
2.8120	-3.73627	3.48536	11.8987	-2.30358	9.37527	-4.05773	-1.81881	-1.26416
2.8127	-3.73627	-0.485665	9.15976	-1.69144	15.1818	-3.14227	-1.81881	-4.00317
2.8133	-2.81975	-2.31405	5.52279	-0.472529	13.6578	-1.31134	-7.65417	-2.48317
2.8140	-2.21134	-2.91399	6.73512	0.75175	4.18608	-0.395876	-19.2491	-2.48317
2.8147	-2.51555	-6.88501	11.0007	-0.778598	-0.0771627	-0.395876	-18.6428	-4.92119
2.8153	-4.34858	-8.7134	11.8987	-1.99751	2.97077	-1.31134	-12.2012	-4.30416
2.8160	-6.17772	-6.57076	6.1065	0.139611	6.01869	-1.31134	-18.3397	-4.92119
2.8167	-8.01076	-7.19927	-3.63696	0.139611	8.15996	-0.705154	-22.2804	-8.57822
2.8173	-6.79003	-10.2561	-6.69022	-1.69144	8.77726	0.210309	-12.2012	-7.97624
2.8180	-3.43207	-10.2561	-6.37591	0.139611	5.42068	-0.0865979	-1.81881	-5.52317
2.8187	-3.43207	-11.456	-13.111	1.35852	-0.385814	0.519587	4.2439	-8.57822
2.8193	-5.2612	-14.5128	-21.6422	-1.38537	-4.64905	1.43505	11.5949	-7.6602
2.8200	-5.2612	-13.5986	-22.8994	-1.69144	-3.74239	2.35051	16.2177	0.270891
2.8207	-5.2612	-12.3702	-18.0052	0.44568	-1.60113	1.12577	13.1106	2.40792
2.8213	-7.09424	-15.427	-17.0623	0.139611	-1.29248	-1.31134	5.22908	-1.26416
2.8220	-7.09424	-15.427	-26.8507	-0.778598	-1.29248	-2.83299	-0.303135	-2.78416
2.8227	-6.79003	-14.1986	-40.5903	1.35852	-0.385814	-3.14227	0.303135	-3.38614
2.8233	-6.48193	-16.9697	-47.2805	3.49564	-1.00312	-3.74845	2.42508	-6.44119
2.8240	-5.2612	-18.1696	-50.0195	2.8835	-1.29248	-2.83299	-0.303135	-7.6602
2.8247	-4.34858	-13.2844	-54.3299	1.97066	-0.385814	-0.705154	-4.85017	-7.6602
2.8253	-4.34858	-9.34191	-56.4403	1.35852	1.4468	-0.395876	-4.54703	-6.75723
2.8260	-3.12786	-8.11346	-55.8566	-0.472529	2.97077	-2.2268	-2.42508	-6.75723
2.8267	-2.81975	-6.28507	-59.8078	-1.99751	0.829499	-3.45155	-2.42508	-9.19525
2.8273	-3.43207	-9.34191	-64.702	-2.60965	-3.12509	-4.05773	2.42508	-10.7153
2.8280	-2.51555	-17.5696	-64.9714	-4.74139	-5.26636	-4.05773	13.4137	-8.87921
2.8287	-0.686413	-20.9407	-62.8611	-4.44069	-8.31428	-3.14227	16.2177	-6.44119
2.8293	0.842416	-19.0838	-59.4935	-1.0793	-12.2882	-1.31134	11.2918	-4.00317
2.8300	2.36735	-19.7123	-55.5423	-1.69144	-11.6709	-0.0865979	11.2918	-1.26416
2.8307	0.842416	-21.5407	-51.2767	-4.44069	-6.79032	-0.395876	4.54703	2.10693
2.8313	-1.59903	-18.7981	-46.6968	-3.52249	-4.64905	-1.62062	-15.8388	3.92792
2.8320	-0.378307	-16.0555	-39.6474	-0.472529	-4.64905	-2.53608	-25.6149	3.62693
2.8327	1.75503	-16.3412	-30.2182	-0.166459	-5.88366	-1.62062	-14.9294	4.54495
2.8333	2.06314	-15.1413	-23.4831	-0.778598	-10.1469	1.43505	-1.21254	8.50298
2.8340	1.75503	-10.856	-22.8994	-0.472529	-14.1208	4.18144	7.35103	10.64
2.8347	1.14662	-6.88501	-27.165	0.139611	-13.5035	2.04124	7.35103	10.64
2.8353	0.53431	-3.82818	-31.7448	0.139611	-9.5296	-2.2268	-2.12195	13.0931
2.8360	1.14662	0.142843	-35.0675	-0.778598	-6.79032	-1.91753	-6.06271	14.6131
2.8367	0.53431	2.57117	-34.1695	-2.30358	-9.5296	1.12577	0.909406	12.777
2.8373	-0.990619	0.428528	-28.3773	-3.52249	-12.9055	0.519587	5.22908	12.1751
2.8380	-0.686413	-5.37088	-24.3811	-2.91035	-11.3622	-0.395876	5.53222	12.476
2.8387	0.53431	-9.34191	-21.9565	-1.38537	-7.40762	0.828866	7.35103	11.558
2.8393	0.53431	-8.11346	-13.7396	-0.472529	-6.48167	0.519587	6.74476	11.558
2.8400	0.230104	-7.19927	1.84093	-0.778598	-6.79032	-0.705154	3.33449	11.558
2.8407	0.230104	-10.5418	11.0007	-1.0793	-4.35969	-1.00206	-1.51568	9.72199
2.8413	1.45083	-11.456	6.42081	-1.99751	-0.694465	-1.62062	-10.6855	6.98297
2.8420	1.75503	-8.11346	-0.314305	-2.60965	2.35346	-1.31134	-15.5357	5.14693
